0.81286187,0.81853801,0.81991675,0.82068585,0.82137892,0.82190138,0.82216034,0.82230669,0.8224849,0.82263857,0.8226108,0.82277521,0.82276629,0.82280814,0.8228521,0.82277356,0.82267588,0.82253033,0.82242771,0.82230533,0.82175191
0.819509,0.82092744,0.82139823,0.82186186,0.8223971,0.82268531,0.82287396,0.82295211,0.82304678,0.82314996,0.82312094,0.82321754,0.82324895,0.82320726,0.82323094,0.8231319,0.82310322,0.82297272,0.82285028,0.82271052,0.82222525
0.82131423,0.82201962,0.82243964,0.82271984,0.82291582,0.82310334,0.82333481,0.82345924,0.82355317,0.82355777,0.82355845,0.82358849,0.8235647,0.82362813,0.82364943,0.82359667,0.82346816,0.82333055,0.82320857,0.82306881,0.82261983
0.82236973,0.8227007,0.82280116,0.82304189,0.82331238,0.82350013,0.82363273,0.82372377,0.82380617,0.82378771,0.82381298,0.82381997,0.82383428,0.82391219,0.8238876,0.8238177,0.82377522,0.82363285,0.82353767,0.82337207,0.82294342
0.82281104,0.82302713,0.82314508,0.82334998,0.82361263,0.8237098,0.82381457,0.82391418,0.82397296,0.82400425,0.824003,0.82403725,0.82404724,0.82413129,0.82409051,0.82406496,0.82407586,0.82395428,0.82381531,0.82365681,0.82327206
0.82317393,0.82336525,0.82356379,0.82359525,0.82372201,0.82380997,0.82389141,0.82400164,0.82405264,0.82408188,0.82413084,0.82420279,0.82429592,0.82429093,0.82423556,0.82419535,0.82418444,0.82406343,0.8239808,0.82388511,0.82359275
0.82339348,0.82349604,0.82364284,0.8237759,0.82380986,0.82387335,0.82397989,0.82403412,0.82410108,0.82419336,0.82422085,0.82428525,0.8243785,0.8243827,0.82439133,0.82437253,0.82430774,0.82420262,0.82411471,0.82403906,0.82376488
0.8234786,0.82362773,0.82370128,0.82381872,0.82389101,0.82398636,0.82401158,0.82407444,0.82414412,0.82422136,0.82429047,0.82440127,0.82440916,0.8243773,0.8244187,0.82441336,0.82438991,0.82436049,0.82428099,0.824238,0.82394445
0.82346764,0.82363983,0.82377845,0.82388039,0.82398665,0.82401067,0.82402708,0.82410454,0.82417235,0.82424833,0.82436509,0.82445397,0.8244513,0.8244199,0.82440859,0.82441547,0.82442768,0.82441461,0.82433085,0.82430881,0.82407473
0.8235869,0.82368992,0.82385296,0.82397194,0.82399011,0.82404696,0.8240879,0.82412311,0.8241991,0.82428263,0.82437628,0.82444886,0.82445124,0.82445386,0.82446658,0.82447294,0.82447947,0.82450054,0.82440047,0.82431427,0.82408444
0.82366135,0.82377317,0.82386977,0.82393525,0.82399164,0.82404628,0.82411789,0.82419785,0.82423533,0.82431404,0.82438633,0.82444909,0.82451082,0.82453285,0.82450656,0.82450281,0.82451774,0.82450792,0.82446504,0.82440326,0.82415872
0.82367356,0.82375313,0.82386563,0.82392145,0.82400879,0.82407501,0.82414146,0.82422045,0.82429519,0.82438718,0.82444812,0.82450326,0.82451263,0.82451167,0.82453887,0.8245542,0.8245232,0.82448083,0.82443636,0.82436714,0.82417519
0.8237186,0.82379617,0.82388153,0.82394519,0.82400692,0.82415327,0.82416769,0.82421341,0.82431705,0.8244116,0.82445278,0.82448952,0.82449872,0.82449105,0.82450446,0.82450866,0.82449491,0.824486,0.8244149,0.82432585,0.82416792
0.82376477,0.82388164,0.82395626,0.82405536,0.8241272,0.82419938,0.82426361,0.82432296,0.82432597,0.82433528,0.82440013,0.82442807,0.82441819,0.82443284,0.82442932,0.82442313,0.82439587,0.8243806,0.82433664,0.82429138,0.82411499
0.82386336,0.82398046,0.82403946,0.82409472,0.82413941,0.82418285,0.82422312,0.82427911,0.82433494,0.82435788,0.82434584,0.82436061,0.82437236,0.82434363,0.82434868,0.82437628,0.82437128,0.82435618,0.82430211,0.82422806,0.82404185
0.8239302,0.82396376,0.8240423,0.82406717,0.8241176,0.82416332,0.82419064,0.8242209,0.82424038,0.82426622,0.82431495,0.8243175,0.82430711,0.82426724,0.8243003,0.82430268,0.82430064,0.82426492,0.82422766,0.82417377,0.82402129
0.82391293,0.82395882,0.82398165,0.82402316,0.82406581,0.82406848,0.82407745,0.82409029,0.82410732,0.82415156,0.8241732,0.82418626,0.82420426,0.82420341,0.82422,0.82422664,0.82419819,0.82416428,0.82412783,0.8240841,0.82396978
0.82386676,0.82388931,0.8239135,0.82393707,0.82394065,0.8239599,0.8239591,0.8239779,0.82397546,0.82398545,0.82399658,0.82400488,0.82402305,0.8240285,0.8240498,0.82404537,0.82403725,0.82403793,0.8240026,0.82397188,0.82386398
0.82376789,0.82377658,0.82379623,0.82380151,0.82381253,0.82381599,0.82381372,0.8238194,0.82382303,0.82382712,0.82382803,0.82383184,0.8238257,0.82383468,0.82381622,0.82384053,0.82383598,0.82381247,0.82379032,0.82375023,0.82367521
0.82366703,0.82366374,0.82367004,0.82366499,0.82367351,0.82367606,0.82368947,0.82369424,0.82369651,0.82369668,0.8236847,0.82368169,0.82367748,0.82367828,0.82366936,0.82366175,0.82364807,0.82363506,0.82361399,0.82358793,0.82354795
0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416,0.82339416
